Date,AAPL,KO,MDLZ,SHOP
2019-06-13,48.537498474121094,51.130001068115234,54.650001525878906,30.698999404907227
2019-06-14,48.185001373291016,51.310001373291016,55.04999923706055,30.51099967956543
2019-06-17,48.47249984741211,50.869998931884766,54.75,30.584999084472656
2019-06-18,49.61249923706055,50.63999938964844,54.560001373291016,30.42099952697754
2019-06-19,49.467498779296875,51.119998931884766,55.060001373291016,32.70199966430664
2019-06-20,49.8650016784668,51.65999984741211,55.459999084472656,32.80099868774414
2019-06-21,49.69499969482422,51.54999923706055,55.25,32.685001373291016
2019-06-24,49.64500045776367,51.91999816894531,55.33000183105469,31.183000564575195
2019-06-25,48.89250183105469,51.7599983215332,55.47999954223633,28.40399932861328
2019-06-26,49.95000076293945,51.119998931884766,54.459999084472656,28.902999877929688
2019-06-27,49.935001373291016,51.08000183105469,54.119998931884766,30.09600067138672
2019-06-28,49.47999954223633,50.91999816894531,53.900001525878906,30.014999389648438
2019-07-01,50.38750076293945,51.599998474121094,54.709999084472656,30.468000411987305
2019-07-02,50.682498931884766,51.97999954223633,54.95000076293945,31.195999145507812
2019-07-03,51.102500915527344,52.099998474121094,55.810001373291016,31.33300018310547
2019-07-05,51.057498931884766,52.11000061035156,55.5,31.371999740600586
2019-07-08,50.005001068115234,52.0,55.439998626708984,32.099998474121094
2019-07-09,50.310001373291016,51.59000015258789,55.380001068115234,32.198001861572266
2019-07-10,50.807498931884766,51.81999969482422,55.529998779296875,31.900999069213867
2019-07-11,50.4375,52.040000915527344,54.630001068115234,31.5
2019-07-12,50.82500076293945,52.119998931884766,54.540000915527344,31.00200080871582
2019-07-15,51.3025016784668,52.130001068115234,54.70000076293945,32.402000427246094
2019-07-16,51.125,52.13999938964844,54.77000045776367,31.73900032043457
2019-07-17,50.837501525878906,52.18000030517578,54.88999938964844,32.53200149536133
2019-07-18,51.415000915527344,52.029998779296875,55.22999954223633,33.1150016784668
2019-07-19,50.647499084472656,51.38999938964844,54.88999938964844,33.0
2019-07-22,51.80500030517578,51.220001220703125,54.63999938964844,33.52399826049805
2019-07-23,52.209999084472656,54.33000183105469,54.790000915527344,33.02199935913086
2019-07-24,52.16749954223633,53.779998779296875,54.41999816894531,32.957000732421875
2019-07-25,51.755001068115234,53.06999969482422,54.40999984741211,33.33399963378906
2019-07-26,51.935001373291016,54.16999816894531,54.810001373291016,33.65399932861328
2019-07-29,52.41999816894531,53.9900016784668,54.86000061035156,31.97100067138672
